estacion_code;Estado_ultima_semana;calidad_ultima_reportada;dias_desde_ultima_cal1;dias_desde_ultima_actividad;fecha_ultima_actividad;hora_ultima_actividad
sp_160;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_159;ACTIVA;cal1;;0;09/12/2025;10:35:00
sp_157;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_156;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_155;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_154;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_151;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_150;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_149;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_146;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_145;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_144;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_143;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_142;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_141;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_140;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_139;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_138;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_137;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_136;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_135;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_134;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_133;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_132;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_131;ACTIVA;cal1;;0;09/12/2025;1:06:00
sp_109;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_108;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_104;ACTIVA;cal1;;0;09/11/2025;21:21:00
sp_103;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_102;ACTIVA;cal1;;0;09/12/2025;10:36:00
sp_101;ACTIVA;cal1;;0;09/12/2025;10:36:00
sn_1045;ACTIVA;cal1;;0;09/12/2025;10:39:00
sn_1041;ACTIVA;cal1;;0;09/12/2025;10:39:00
sn_1040;ACTIVA;cal1;;0;09/12/2025;10:39:00
sn_1039;ACTIVA;cal1;;0;09/12/2025;7:46:00
