estacion_code;Estado_ultima_semana;calidad_ultima_reportada;dias_desde_ultima_cal1;dias_desde_ultima_actividad;fecha_ultima_actividad;hora_ultima_actividad
sn_1049;ACTIVA;cal2;0;0;12/29/2025;8:41:00
sp_168;ACTIVA;cal1;;0;12/29/2025;8:39:00
sp_167;ACTIVA;cal1;;0;12/29/2025;8:39:00
sp_166;ACTIVA;cal1;;0;12/29/2025;8:37:00
sp_165;ACTIVA;cal1;;0;12/29/2025;8:37:00
sp_164;ACTIVA;cal1;;0;12/29/2025;8:37:00
sp_163;ACTIVA;cal1;;0;12/29/2025;8:35:00
sp_162;ACTIVA;cal1;;0;12/29/2025;8:39:00
sp_160;ACTIVA;cal1;;0;12/29/2025;8:37:00
sp_159;ACTIVA;cal1;;0;12/29/2025;8:35:00
sp_157;ACTIVA;cal1;;0;12/29/2025;8:37:00
sp_156;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_155;ACTIVA;cal1;;0;12/29/2025;8:33:00
sp_154;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_150;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_149;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_146;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_145;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_144;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_143;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_142;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_141;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_140;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_139;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_137;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_136;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_135;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_134;ACTIVA;cal1;;0;12/29/2025;8:36:00
sp_133;ACTIVA;cal1;;0;12/29/2025;8:36:00
