estacion_code;Estado_ultima_semana;calidad_ultima_reportada;dias_desde_ultima_cal1;dias_desde_ultima_actividad;fecha_ultima_actividad;hora_ultima_actividad
sn_1054;ACTIVA;cal2;1.0;0.0;10/04/2026;9:33:00
sn_1049;ACTIVA;cal2;0.0;3.0;6/04/2026;20:08:00
sp_176;ACTIVA;cal1;;0.0;10/04/2026;10:12:00
sp_174;ACTIVA;cal1;;0.0;10/04/2026;10:08:00
sp_173;ACTIVA;cal1;;0.0;10/04/2026;10:12:00
sp_172;ACTIVA;cal1;;0.0;10/04/2026;10:08:00
sp_171;ACTIVA;cal1;;0.0;10/04/2026;10:10:00
sp_170;ACTIVA;cal1;;0.0;10/04/2026;10:10:00
sp_169;ACTIVA;cal1;;0.0;10/04/2026;10:09:00
sp_168;ACTIVA;cal1;;0.0;10/04/2026;10:08:00
sp_167;ACTIVA;cal1;;0.0;10/04/2026;10:08:00
sp_166;ACTIVA;cal1;;0.0;10/04/2026;10:08:00
sp_165;ACTIVA;cal1;;0.0;10/04/2026;10:10:00
sp_164;ACTIVA;cal1;;0.0;10/04/2026;10:08:00
sp_163;ACTIVA;cal1;;0.0;10/04/2026;10:09:00
sp_162;ACTIVA;cal1;;0.0;10/04/2026;10:07:00
sp_161;ACTIVA;cal1;;0.0;10/04/2026;10:09:00
sp_160;ACTIVA;cal1;;0.0;10/04/2026;10:09:00
sp_159;ACTIVA;cal1;;0.0;10/04/2026;10:09:00
sp_157;ACTIVA;cal1;;0.0;10/04/2026;10:10:00
sp_156;ACTIVA;cal1;;0.0;10/04/2026;1:16:00
sp_155;ACTIVA;cal1;;0.0;10/04/2026;10:09:00
sp_151;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_150;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_149;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_146;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_145;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_143;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_142;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_141;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_140;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_139;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_137;ACTIVA;cal1;;0.0;10/04/2026;10:10:00
sp_136;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_135;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_134;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_133;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_132;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_131;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_109;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_108;ACTIVA;cal1;;0.0;10/04/2026;10:11:00
sp_104;ACTIVA;cal1;;0.0;10/04/2026;10:08:00
